positif,sembuh,meninggal,total_kasus,risk_score,kecamatan_positif_mean,positif_vs_kecamatan_mean,positif_percentile,sembuh_percentile,meninggal_percentile,dirawat,active_cases,positif,sembuh,meninggal
8,3,0,8,-0.4722334086305579,12.166666666666666,0.6575342465753425,46.28252788104089,88.10408921933085,20.63197026022305,2,2,8,3,0
14,2,3,14,0.3798195358948329,12.8,1.09375,72.4907063197026,76.2081784386617,86.61710037174721,4,4,14,2,3
18,3,3,18,0.45246314725968034,8.4,2.142857142857143,83.08550185873605,88.10408921933085,86.61710037174721,8,8,18,3,3
15,1,0,15,-0.12671213065172623,25.0,0.6,75.65055762081785,55.20446096654275,20.63197026022305,8,8,15,1,0
14,2,0,14,-0.16752953425837327,16.8,0.8333333333333333,72.4907063197026,76.2081784386617,20.63197026022305,8,8,14,2,0
19,2,2,19,0.3449473086381339,12.5,1.52,84.94423791821562,76.2081784386617,74.53531598513011,10,10,19,2,2
24,2,4,24,0.7272672952657139,11.714285714285714,2.048780487804878,89.77695167286245,76.2081784386617,93.12267657992564,11,11,24,2,4
8,1,3,8,0.5753266432360064,15.166666666666666,0.5274725274725275,46.28252788104089,55.20446096654275,86.61710037174721,4,4,8,1,3
14,2,3,14,0.3897861113502166,17.714285714285715,0.7903225806451613,72.4907063197026,76.2081784386617,86.61710037174721,5,5,14,2,3
13,2,1,13,-0.017484827041265288,13.166666666666666,0.9873417721518988,68.21561338289963,76.2081784386617,53.71747211895911,6,6,13,2,1
7,1,0,7,-0.49311766132643764,5.8,1.206896551724138,39.405204460966544,55.20446096654275,20.63197026022305,4,4,7,1,0
13,2,0,13,-0.20834693786502034,13.428571428571429,0.9680851063829787,68.21561338289963,76.2081784386617,20.63197026022305,8,8,13,2,0
15,4,1,15,0.03604394527409251,11.5,1.3043478260869565,75.65055762081785,93.68029739776952,53.71747211895911,6,6,15,4,1
23,3,1,23,0.36880512341527294,15.2,1.5131578947368423,88.84758364312268,88.10408921933085,53.71747211895911,13,13,23,3,1
20,0,3,20,0.46849249685306055,15.285714285714286,1.308411214953271,86.43122676579925,20.817843866171003,86.61710037174721,6,6,20,0,3
7,1,0,7,-0.48315108587105393,4.875,1.435897435897436,39.405204460966544,55.20446096654275,20.63197026022305,5,5,7,1,0
8,2,1,8,-0.11972453285657525,16.714285714285715,0.4786324786324786,46.28252788104089,76.2081784386617,53.71747211895911,3,3,8,2,1
6,2,1,6,-0.10711172420777053,6.125,0.9795918367346939,31.970260223048324,76.2081784386617,53.71747211895911,1,1,6,2,1
10,0,4,10,0.7155033350576367,17.714285714285715,0.564516129032258,57.249070631970255,20.817843866171003,93.12267657992564,3,3,10,0,4
8,0,1,8,-0.09979138194580787,9.375,0.8533333333333334,46.28252788104089,20.817843866171003,53.71747211895911,5,5,8,0,1
15,2,4,15,0.5641784748730835,10.0,1.5,75.65055762081785,76.2081784386617,93.12267657992564,4,4,15,2,4
8,1,3,8,0.555393492325239,12.8,0.625,46.28252788104089,55.20446096654275,86.61710037174721,2,2,8,1,3
6,2,2,6,0.3396447674283111,11.428571428571429,0.525,31.970260223048324,76.2081784386617,74.53531598513011,0,0,6,2,2
6,2,1,6,-0.10711172420777053,12.8,0.46875,31.970260223048324,76.2081784386617,53.71747211895911,1,1,6,2,1
4,1,1,4,0.04958157758005175,6.8,0.5882352941176471,19.702602230483272,55.20446096654275,53.71747211895911,2,2,4,1,1
5,0,3,5,1.039550846623392,15.2,0.32894736842105265,24.721189591078065,20.817843866171003,86.61710037174721,1,1,5,0,3
14,0,4,14,0.5755579932197467,7.6,1.842105263157895,72.4907063197026,20.817843866171003,93.12267657992564,4,4,14,0,4
9,3,0,9,-0.40151627865775974,17.285714285714285,0.5206611570247934,52.41635687732342,88.10408921933085,20.63197026022305,5,5,9,3,0
13,2,1,13,0.0024483238695020997,12.8,1.015625,68.21561338289963,76.2081784386617,53.71747211895911,8,8,13,2,1
12,2,0,12,-0.23919776601628373,12.166666666666666,0.9863013698630138,64.12639405204462,76.2081784386617,20.63197026022305,9,9,12,2,0
13,2,1,13,-0.04738455340741637,10.6,1.2264150943396226,68.21561338289963,76.2081784386617,53.71747211895911,3,3,13,2,1
6,2,1,6,-0.10711172420777053,14.0,0.42857142857142855,31.970260223048324,76.2081784386617,53.71747211895911,1,1,6,2,1
7,2,1,7,-0.12157389758737765,14.0,0.5,39.405204460966544,76.2081784386617,53.71747211895911,2,2,7,2,1
7,0,2,7,0.2499698661516824,10.571428571428571,0.6621621621621622,39.405204460966544,20.817843866171003,74.53531598513011,0,0,7,0,2
16,0,4,16,0.6191230245028863,12.5,1.28,78.62453531598513,20.817843866171003,93.12267657992564,10,10,16,0,4
15,0,2,15,0.2585994739322134,14.0,1.0714285714285714,75.65055762081785,20.817843866171003,74.53531598513011,10,10,15,0,2
9,0,1,9,-0.09703423393011625,11.5,0.782608695652174,52.41635687732342,20.817843866171003,53.71747211895911,5,5,9,0,1
6,1,1,6,-0.07721199784161945,22.0,0.2727272727272727,31.970260223048324,55.20446096654275,53.71747211895911,4,4,6,1,1
20,5,3,20,0.48842564776382796,14.0,1.4285714285714286,86.43122676579925,97.39776951672863,86.61710037174721,8,8,20,5,3
15,0,3,15,0.4113889744026485,9.375,1.6,75.65055762081785,20.817843866171003,86.61710037174721,7,7,15,0,3
3,1,2,3,1.1306386907913002,6.125,0.4897959183673469,14.684014869888475,55.20446096654275,74.53531598513011,0,0,3,1,2
14,1,0,14,-0.20739583607990805,12.5,1.12,72.4907063197026,55.20446096654275,20.63197026022305,4,4,14,1,0
8,2,0,8,-0.44233368226440684,12.5,0.64,46.28252788104089,76.2081784386617,20.63197026022305,5,5,8,2,0
7,3,0,7,-0.513050812237205,11.428571428571429,0.6124999999999999,39.405204460966544,88.10408921933085,20.63197026022305,2,2,7,3,0
11,3,0,11,-0.3099148959890819,12.5,0.88,61.152416356877325,88.10408921933085,20.63197026022305,6,6,11,3,0
17,3,0,17,-0.06501047434919942,15.166666666666666,1.120879120879121,80.85501858736059,88.10408921933085,20.63197026022305,6,6,17,3,0
12,1,2,12,0.19759215016441414,7.166666666666667,1.6744186046511627,64.12639405204462,55.20446096654275,74.53531598513011,7,7,12,1,2
10,2,1,10,-0.0866650347962335,11.714285714285714,0.853658536585366,57.249070631970255,76.2081784386617,53.71747211895911,5,5,10,2,1
8,2,2,8,0.20288461655125642,9.8,0.8163265306122448,46.28252788104089,76.2081784386617,74.53531598513011,1,1,8,2,2
9,2,1,9,-0.09703423393011625,15.166666666666666,0.5934065934065934,52.41635687732342,76.2081784386617,53.71747211895911,5,5,9,2,1
5,1,1,5,-0.03665136348535709,17.285714285714285,0.2892561983471075,24.721189591078065,55.20446096654275,53.71747211895911,3,3,5,1,1
11,0,3,11,0.4274835474324776,9.8,1.1224489795918366,61.152416356877325,20.817843866171003,86.61710037174721,5,5,11,0,3
17,2,2,17,0.3072151561687534,11.428571428571429,1.4875,80.85501858736059,76.2081784386617,74.53531598513011,11,11,17,2,2
6,2,0,6,-0.553868215843852,7.166666666666667,0.8372093023255813,31.970260223048324,76.2081784386617,20.63197026022305,2,2,6,2,0
9,3,0,9,-0.41148285411314345,11.714285714285714,0.7682926829268293,52.41635687732342,88.10408921933085,20.63197026022305,4,4,9,3,0
11,0,2,11,0.16839529901811287,11.714285714285714,0.9390243902439025,61.152416356877325,20.817843866171003,74.53531598513011,4,4,11,0,2
10,3,2,10,0.16743565454787832,11.714285714285714,0.853658536585366,57.249070631970255,88.10408921933085,74.53531598513011,3,3,10,3,2
9,1,2,9,0.18751465988675986,13.428571428571429,0.6702127659574468,52.41635687732342,55.20446096654275,74.53531598513011,3,3,9,1,2
16,1,0,16,-0.07592815158969543,11.0,1.4545454545454546,78.62453531598513,55.20446096654275,20.63197026022305,9,9,16,1,0
11,1,2,11,0.17836187447349652,5.666666666666667,1.9411764705882353,61.152416356877325,55.20446096654275,74.53531598513011,5,5,11,1,2
6,0,1,6,-0.09714514875238683,9.375,0.64,31.970260223048324,20.817843866171003,53.71747211895911,2,2,6,0,1
9,0,2,9,0.21741438625291096,10.6,0.8490566037735849,52.41635687732342,20.817843866171003,74.53531598513011,6,6,9,0,2
3,0,1,3,0.23712570751913722,6.8,0.4411764705882353,14.684014869888475,20.817843866171003,53.71747211895911,2,2,3,0,1
