PC1,PC2,PC3,PC4,PC5,PC6,positif,sembuh,meninggal
-1.4688678229603027,-2.1743796085090987,-1.991151681797201,-0.8959210300668485,-0.21576711675270693,0.5326808784413383,5,0,1
-2.3570737175780434,-1.4966331708149574,2.195646659665517,-1.609578204333994,0.44141848399787675,-0.29114963676265776,1,0,0
-3.54425968676256,-3.583149397709042,-0.49006173869855635,0.3322823150384818,-0.19883396922392982,0.03983552023025952,0,0,0
-1.4938198810782186,-1.2113124625648604,-0.34613661715558725,-1.7943739241567345,-1.1451750408145427,1.5181724363176805,3,0,1
-1.620594605045236,-1.6941081456972522,0.6931796636963453,-0.5656992634257784,0.3322261151171467,-0.9506971586801004,6,0,0
0.4447049028959741,1.319945531065655,-0.8759836479326564,-2.350671064918884,-0.9231116647686004,-0.0225580874989633,13,0,3
-2.516767069618182,-2.1264596954769206,0.8961033148450422,-1.104049397519943,0.5812498961943807,-0.38809035135498154,2,0,0
-2.1216599754188987,-2.204570024063416,-2.602484029743938,-0.43518087849588954,-1.504122343013747,1.1956330012106178,3,0,1
-3.54425968676256,-3.583149397709042,-0.49006173869855635,0.3322823150384818,-0.19883396922392982,0.03983552023025952,0,0,0
-3.2105217472504037,-3.1949910008051545,-1.0228219183189278,0.5695305954614114,-0.18423859212346508,-0.5129350300474331,2,0,0
-2.185616456130157,-1.2057929026163094,2.6722697276330285,-1.847610560164383,0.43350894625596686,-0.3219321417146897,1,0,0
-1.364552869766464,-1.4667263678253308,-3.8021270893420165,-1.497518697199485,-2.7425648848965567,3.0888944282546946,3,0,2
-1.2786001265568574,-0.5375147266338255,0.40472012887953884,-1.588516471922923,-0.9985045068356946,0.34694502506757174,5,0,1
-2.4688414257226317,-1.5695421409355241,1.8380884906820603,-0.9727354533005651,-0.14788936819239568,-0.4805525588892707,2,0,0
-0.5373288281887723,0.5145257699470398,0.9365959538996541,-1.8663531067196304,-0.23374613724305532,-0.7074044927744346,10,0,1
-3.7286257468482105,-4.4571733160890705,-1.9844013825692752,0.30494560091076844,0.605262581059947,0.07057920423613727,0,0,0
-3.105554786707699,-3.5679087988891207,-3.7885758336976445,1.2309914074977284,0.5511297309212286,-1.6207833204652755,1,0,0
-3.6754823308874096,-4.501808155184777,-1.9767683392067192,0.3106350405883343,0.5737451548883691,0.055089068589240314,0,0,0
-3.499746593298649,-3.536185008847307,-0.8046413652759382,-0.35743125706641954,0.631978622632543,-0.019628295974334,0,0,0
-1.8688280642651707,-1.7259683315938634,-3.1667063213069047,0.6590528725005004,0.8403405873452979,-2.5683376203220942,9,0,0
-2.5688589968523616,-1.7362647983650628,1.9859936196356505,-1.035075315169661,-0.1329502738514443,-0.3065386513374321,1,0,0
-2.203067476309837,-2.081498968156394,0.4522442011576365,1.9798416852391292,0.5965982869345645,0.9299919119127388,3,1,0
-3.3842087644823673,-3.389908086429573,-0.7567519588701823,0.4459448530263699,-0.17459672835868137,-0.2322793609456917,1,0,0
-3.48819919067077,-3.545538399310472,-0.8038243816511905,-0.35818722031598055,0.6332153946875757,-0.019601098830843613,0,0,0
35.14714645651387,-19.38565293268689,4.50437790756862,2.887263783017605,-10.977753499135764,-3.0559263136427606,30,5,5
27.269447481793858,-9.102295777945487,-3.947895115313709,-4.339293550924182,16.054848445530467,5.343471243644125,30,5,5
3.4367952361541647,4.601390735080812,0.14953076249318326,1.4708224337230769,-0.17574251492591642,-0.552995671187416,30,5,3
0.4308016696943511,1.1802437389495493,-1.1725268243918083,4.474032894633385,0.8819550045440846,-1.206183782243876,17,5,0
4.188179016979412,5.0442803729327315,-0.21020638698367608,1.0498686895671188,-0.6526826646370599,0.21537701719772956,30,5,5
4.722640922107744,4.221909842663557,0.28276097082894247,0.5410772643178193,0.591715086009125,0.30374939959254266,30,5,4
2.986841242604933,3.67342021300057,0.505224880555334,2.3948955683491366,0.40825072964084036,-1.5436147037560368,30,5,1
3.9120334102505145,4.884884606203552,0.2610617565441663,0.6930989855780301,-0.0017398748031918704,0.027166276008808946,29,5,4
3.775421502866941,5.085515937403955,-0.4103989724849387,1.109886759839195,-0.8974861929395566,0.08154478429692509,30,5,5
3.496888974223415,3.6631976642134947,-1.5385644538459553,-1.2907478635542315,-0.6300775938913169,-1.0583208136398945,30,1,5
3.889559424293002,4.639083313569185,-0.5732270844448989,-1.2985241434283674,-0.0008018296126764587,-0.5415903849129924,30,2,5
2.9653072648963374,3.5613090785716626,-0.37050872584053124,1.7032914186110717,-0.12376123451252319,0.07199633940805257,25,5,3
1.787418543171163,2.1701727022160444,-0.36993527306067825,2.921227427819466,-0.04695774166799114,0.8300981172181802,18,5,2
1.8581393905093926,3.128124004127601,0.16652594452180522,1.4523002317103826,0.058607278190484086,-0.16393774153929047,21,4,2
4.808825972392111,3.845856309876385,0.5127622189808413,0.6399031911796055,1.173373572740798,0.013999927978865036,30,5,3
0.006859934073802965,0.7688533540483344,-0.6511501748198955,4.137583292407824,0.3016700964764538,1.475174094023763,11,5,1
1.8988720932697478,2.8512649867453113,-1.5535556666838841,2.6944952516114844,0.27415666206334877,-0.42620741319590943,23,5,2
5.245842416189642,3.7647871962230814,-1.3142194209995186,0.1828396419975177,0.27779509990059853,-0.09732168664997745,30,4,5
2.505191134610369,2.3214016091942358,-0.8980938107064499,0.9678094368662501,0.6374864696849434,-0.6792217480420044,24,3,2
0.8405041945200984,1.1956096175024888,-1.4645583746293063,0.010064478033191177,-0.16830401242846188,-0.7737897314550272,18,1,2
3.0090989520693414,3.5367388924083354,0.5039932575241246,-0.006661478607666617,0.06977373841768586,-1.4981241804026724,29,2,2
0.8121251911999348,1.5968031111114471,1.1631061998178989,0.6930893114488443,1.070731008930343,-1.7505621489574459,19,2,0
1.3381351659547145,2.810752564165231,0.1448790532020337,0.5021750659903784,-0.5975015267509096,1.1295803155239896,15,3,3
2.5999210133142956,3.378894827429125,-0.8827613303041706,0.05804118006059658,-1.0944667937961747,1.042671177680658,20,3,5
2.775192680082636,3.116737219970539,-2.000843504162653,0.6322568477134104,-0.8568169896112172,0.5402693251928813,23,3,5
0.3104900985528447,0.5412967329699162,-1.0734665426504821,0.021117548270835805,-0.5813466167375904,0.21155271013989121,12,1,2
1.1709204772307493,2.176234508981278,2.9323688788357143,1.8141014774048587,0.20103638914391378,1.4164850088759127,11,4,1
0.5163538306868047,1.414366887463315,2.986675335662636,0.61839967105104,0.7337840837013788,-0.6899568419249085,13,2,0
1.4177116186932532,1.5231499673954043,-2.121895044757542,-0.3331190042104565,-0.26886534659409284,-0.5239251110073779,19,1,3
-0.453505515356153,0.33253330894964744,-0.07482255049943333,3.9030317970859603,0.08614700942578059,2.5181091592676035,7,4,1
1.0300164255875086,1.600739008818805,-1.9145307607649684,0.02972484980474196,0.1178963010982595,-1.2811195070712609,20,1,2
2.570518234105007,3.137866585951128,-1.2397061922797847,1.1309384390683168,0.30250471242050947,-1.5813631719591008,28,3,2
1.9047313352244863,3.0054780186798102,-0.8834208778683572,-0.4993597354104317,0.030966068385074822,-2.042017598833402,28,1,2
1.54126600267048,2.7015734476395243,0.8805910439131437,0.5374943303313909,-0.9117215116688944,1.717215591824578,13,3,3
1.2783216760545726,2.5394337321719354,0.32918435521035805,0.48557965427145816,-0.7121391943892804,1.6266094013355537,13,3,3
0.37311346219722386,0.6676214248284535,-2.175606621077611,2.485315351558013,-0.3632392307217778,0.8886703531704958,12,3,2
3.0836865404068727,3.4611312080224317,-1.4848553236457633,0.9629889281318983,-0.7792788596377719,-0.559787000882114,27,3,4
4.179709247260401,4.423561597006169,-0.06998243000011246,-0.3721324369744792,-0.6531123630108006,-0.15587478935362592,30,3,5
-0.036999284010919585,0.3321678033110523,-0.5944038106602838,0.12242797132982379,0.35698449641795466,-0.5766750824760752,13,1,1
2.886480975600892,3.5906241563604495,-1.7044779604768192,-1.0391964330287193,-0.4584879549677689,-1.6238527155160316,30,1,4
1.6586875128124081,1.900316477289347,-2.261578737769344,0.603143754198518,-1.0157741773372504,0.5652676086533733,18,2,4
1.3405606218285318,1.7217447563693662,-2.5555096995303277,2.118390022515691,0.07727809803579769,-0.7857616153439666,19,3,2
0.8731475614812515,1.547581482915606,1.9483464393843295,1.1333980603446405,0.4298834415459378,0.9677608373751537,11,3,1
0.39627407176380874,0.9978296720169404,2.783476797156066,-0.3341829891124302,0.5792776305418506,-1.2109247248614303,13,1,0
2.222610883135972,2.0696368174679987,-2.102348386235951,1.3557850052408325,-0.9816819049020256,0.7330583848593776,18,3,4
1.0028077602905672,1.1809807080390617,0.0539268119693435,2.0467331660827037,0.28219413513509567,-0.04809026460745037,16,3,1
0.8444476154270758,0.9819099439630553,-1.5571861598690664,1.2305104183647642,-0.4113955296617256,-0.13359291431275808,16,2,2
0.6390006711480974,1.3706547357615546,0.2054869806305996,-1.9018112449852513,-1.4527308005094557,2.601155540345046,7,1,3
-1.685592751625665,-1.9321978899731562,0.8464166321248028,-0.6065146673644298,0.23816966604421008,-0.8044532451269026,5,0,0
3.2549915820810713,3.328919895898667,0.512855654796828,-1.140413612147569,0.19272103849154557,-2.1013571464771412,30,1,2
-1.0188830031181992,-0.7564636496436402,1.1122862356175058,2.1822301431574225,0.5918879434871865,0.391149198168236,7,2,0
-0.8312494755656813,-0.21089558726035457,2.5942477306131777,-0.37881954395520373,1.092578476624502,-0.01797107668467076,6,1,0
-0.26931492816414854,-0.2712072992847954,0.5010827046203319,0.21818355456288538,-0.267704186994101,0.6475421653010011,8,1,1
-0.032598482360050855,0.6717706991399273,2.0346476341681674,-0.5570334474853349,1.1199839625985766,-1.1523953468726207,12,1,0
-1.1532898581787703,-1.427203630080405,-0.7210136648026274,1.4290888588558959,0.6616551257937888,-0.8279698654196541,9,1,0
-0.08007605172118709,0.1834028509467372,0.5374341208849952,0.7258580008243983,0.5847336375462904,-1.535819249540715,15,1,0
-1.24476233475233,-1.2996139572816277,-1.768947119325603,-0.47266529486488923,-0.3813137239062151,-0.4941139449182973,8,0,1
-2.056696732374975,-1.8274441724706463,1.0027157521806134,-0.8570196312235341,0.44434597436783707,-0.583268695278044,4,0,0
-0.6102935616360443,-0.30063460422303595,0.06622995572023964,1.6584742264690646,-0.2621621666262931,1.498569689462576,7,2,1
-0.09701413980374332,0.10195865980014336,-1.5114398311212016,-0.08898286467613559,-0.6104680782373777,0.581745500174483,10,1,2
-1.443773876682529,-0.017482141974513147,4.28928771450881,1.0622971411943873,0.34694429187068904,1.5451504091797232,2,1,0
0.07775519080351848,0.9096574108929264,1.4003655565819229,-0.22095247127811368,0.8469451534922979,-1.6970921348978072,15,1,0
-1.087138160227076,-0.8650968833777575,0.7322236739915834,0.9038474160718722,0.5495518722142164,-0.5439658976698185,8,1,0
-0.8398408386198951,-0.3980607384029406,-1.3364629201649392,0.7341234566368415,-0.16440404906106726,-0.22587013019348567,10,1,1
-2.1188576722621253,-2.1590264773945087,-0.7888078612558298,1.799932715065211,0.6137345558001314,-0.016779558313633876,5,1,0
-1.2143483327933844,-0.8523921712932842,1.6176876584399025,2.192828332394489,1.0425376998181606,1.1817726177947399,5,2,0
-2.333633541739015,-1.7730189018179003,1.256586777751476,2.3567974198441815,0.5894080601947165,1.5894303818793782,2,1,0
-1.58193383904369,-2.0865781808173716,-2.0009447620065037,-0.8996195161012489,-0.1951021244792973,0.5465448220072723,5,0,1
-0.627386101152667,0.030522394849100604,2.898812369378417,0.045048282505071466,0.3661773394013534,-0.27433940579536653,7,1,0
-1.163681181368791,-0.7510307859824294,-0.7801208516501871,0.605387209757397,-0.3789491438660231,0.9135797629491916,6,1,1
-2.062518563635096,-1.952545638161643,-1.73125257649569,2.5938336452551174,0.055871497018397935,-0.8065396033426934,6,1,0
-0.960749898676271,-1.4349572598741052,-2.8609379090759064,-1.3776995421332459,-0.8522925844653452,1.2860186272942267,6,0,2
-1.5750337963513004,-1.3749236719352862,1.307343298673447,-0.7195666254151135,0.18906880147774785,-0.8467343836230935,6,0,0
-2.9273419398151113,-2.5640244838016732,0.5545125478363546,-0.5646488753111513,0.2052464183308976,-0.21929060132379002,1,0,0
-2.1427365998816787,-1.5728732767618883,0.5575496373226058,1.4930197784936259,0.5048251658739202,0.38308662201860794,4,1,0
-2.32477636768916,-2.2295118993115444,-0.5494186291632833,1.9117037658695373,0.6941007892565662,0.37600096974223873,4,1,0
-2.194917724299773,-2.4419186082773043,-0.4140060443792264,-0.12372575018686142,0.4130912626950869,-0.780733981611407,5,0,0
-1.2029094369014222,-1.1581692189073287,0.6197917001432008,0.5666155653375009,0.8507560707233472,-0.418298325319219,7,1,0
-0.33981196637393535,0.6370182756864702,2.375500224883261,-2.9492696525808584,-0.12526755729355046,0.25968385368032876,6,0,1
-1.851687060520836,-1.7905723186131015,0.8243596776063764,-0.6121762500469322,0.2910266788486041,-0.7699204121249191,5,0,0
1.242799527545148,1.8850332160359555,1.587999733810952,-1.186153986817762,-0.6026936406315886,0.2326816758516608,13,1,2
0.16055320707823587,0.5236612509186467,-0.959965232261647,-0.3610420242825676,-0.29579958233660086,0.5446836427394173,11,1,2
-0.6812216374377187,-0.1960980660429861,0.9715989958513351,-0.24414310011564846,-0.29761330463401453,1.6196358314765018,5,1,1
-2.4619472693849063,-2.3383738000570626,-0.24612566565170155,2.1666446281689224,0.7262441738546341,0.8580953371692025,3,1,0
-2.2456427966401504,-2.052208160323109,0.4509504843722079,1.9803536788147964,0.588825715291723,0.92872607365321,3,1,0
-1.9496022789794576,-2.121936411875697,-2.16977109366329,-1.1530985172430206,-0.9261458495995923,1.3985030622294221,3,0,1
-2.247891753277919,-1.6920377576538745,0.8432055796488251,1.757691262841266,0.5394583563800165,0.8480919430926837,3,1,0
-2.3462427892385214,-2.358814585679245,0.3510724567010668,-0.6900374357286365,0.4635307091234027,-0.581864554795778,3,0,0
-0.10006550092745684,-0.07018078085406443,0.14657162866669493,-1.7387771578458875,0.4110720094510205,-0.6844339268695637,11,0,1
0.2436217217990951,0.7753485943132536,-0.3703127848154917,1.1733344942777564,0.3335821552161989,-0.22432114620705204,14,2,1
-1.0284541531035718,-0.2440548948653855,0.5324750433215064,-3.2272107282753884,-1.3109128781461954,2.38507620761904,2,0,1
-1.0049542745710867,-0.753273815593139,-0.27813277396447095,-1.4630898757503255,-0.18306694296030676,-0.045690350176841,7,0,1
-2.450362088663078,-1.581386282440347,1.837453637041172,-0.9738375048554773,-0.1406381628664013,-0.4789677647267819,2,0,0
-2.2692317651439855,-1.6777009636012508,0.8432770320077208,1.7586372900154106,0.5331226622130414,0.8468199077505209,3,1,0
0.02811777189890525,-0.36812819847402933,0.2537303588442466,-1.7966235190655173,0.37408014640818166,-0.5436808837406917,10,0,1
-0.6949451922738076,-0.651681944227793,-1.0578328200754241,0.700002592455091,-0.30219158121849005,0.14099708011948242,8,1,1
-0.39426951230132773,-0.20869453223734002,-0.9696029861500679,-0.47586695668151624,0.9221921607154966,-2.672218553062067,17,0,0
-1.2959397356470173,-1.5288469198016665,-0.9819506000873037,1.0950804890503623,-1.0902532727029068,2.8340336334250433,3,1,1
2.996492691757111,3.824705931000421,-0.4176996306824368,-2.6425432654543104,-0.3775857479525489,-1.76267067633702,30,0,4
-1.5053451406529974,-1.3129843727457275,-2.6179113473460593,1.9028593370227878,-0.834814250174283,0.3994773478537714,6,1,1
-2.5572112888704255,-2.34742094760554,0.8570342640529837,-0.6010819604037891,0.13328865913727012,-0.3232469000640641,2,0,0
-2.4288423551705334,-2.257429688385342,0.4720245058287437,-0.7541044013520523,0.45024571181269796,-0.5534240345592828,3,0,0
1.459552273297611,1.974667400960368,-2.279520506653795,0.47912886130962606,0.40069417976976385,-4.9523377752627376,30,0,0
-0.9815491947963544,-0.8761187260868674,0.0390432748871872,-0.6827162678672422,0.8545183635592478,-1.685295440258105,11,0,0
-1.5145175030490792,-1.3753912125380352,0.5473505633142488,-0.8365046474655812,0.6369460562045568,-1.1503716850761583,7,0,0
1.1082255628304667,1.0439192792791039,-2.697629937889894,-2.081511604899069,-1.9927560322500766,1.0480582919700288,13,0,5
-2.830046016336465,-2.799001020164652,-1.5665649730363143,0.8108639398936532,-0.15200560778598105,-1.0934195149159172,4,0,0
-1.3385173663747136,-1.3177561374117563,0.41365268733513305,-0.7854709727402995,0.6958784221904747,-1.2559055145188003,8,0,0
-3.01437571624218,-3.0575557123129853,0.008500819444041498,-0.12478475747967033,0.0540315760760683,-0.17779534593569357,1,0,0
-0.6666685875136384,-0.10145026268290479,1.528987720155735,-2.9298761018150996,-0.3522553313923682,0.9157499752785726,4,0,1
-1.6076546946456312,-2.6385968754855913,-1.3289001292236193,0.026316369130779123,0.7309305531494252,-1.262455678315165,7,0,0
0.49774708738599216,0.5368343371798944,-0.0165593095988275,-1.021750276950388,-0.16770367781448653,1.2004554999126757,9,1,2
-1.0202985301637633,-0.4015181286970107,0.9674434457377769,-2.501354211496487,-0.5999739825771707,0.8996455387756523,4,0,1
2.773005835685815,2.866181557455263,0.9734443210595763,-0.942879966976417,0.7556062606669842,-2.292620162638041,30,1,1
-0.7300289639003733,0.3856600386674005,3.2343162863439834,-1.9769904809507999,0.4468543305960247,-1.2673115749629784,8,0,0
-1.4820415828857676,-2.1558265906994527,-1.6812350621916587,0.14306189734776056,0.8412494733381712,-1.6217118240961819,9,0,0
-0.5735014084631577,-0.2668051349441532,-0.24145345879303015,0.5578704459857735,0.9570104039878027,-1.5241142269089505,13,1,0
-2.236192057022718,-1.2471307482944216,2.659601281354124,-1.6709868571316502,0.2695623050755829,-0.29522438283511715,1,0,0
-2.0592748927172275,-2.3225533152811364,-1.6076760933670886,0.29091608749778325,0.4517064895464942,-1.473148642641843,7,0,0
-2.982086112137034,-3.3694369852881536,-0.4750834343251644,-0.16438189639128178,0.3197261905985822,-0.20537144083460857,1,0,0
-1.3105749848204378,-0.573239336839281,0.10701040891921978,-2.5335206167187345,-1.9378106180001906,2.3154305572000733,2,0,1
1.4116117977839775,1.8063610882075627,0.6895812548038182,-0.4136597875115813,0.23641580045039698,0.5001337936430655,14,2,2
1.8746156656423565,1.5682260050629422,-2.077472844748518,0.5417507755974059,-1.1512213992233067,0.7508909194240141,17,2,4
-1.4385319357881634,-1.9809342871069788,-2.0823940544808734,-0.7494893916086103,-0.06771247965597928,0.18475345700989707,6,0,1
-1.9529223361991352,-1.8546388883527236,-0.05688385786068274,1.5778622909537516,0.5437097519867327,0.11833918599131178,5,1,0
-0.5970202353489525,-0.737380451091733,-2.8383352781174076,-0.48754196436285346,-1.098358111600749,-0.32133417716258245,10,0,2
-0.8505936401190369,-0.727290833886926,-0.3038056663632946,-0.23771754060380357,0.44754809708959026,-2.04574976636542,13,0,0
-0.7889660494062926,0.34924814401096027,2.644688653519048,1.1946065694518828,0.7951791711304607,0.38256846238510694,7,2,0
-1.373867268888673,-0.7601706187183719,1.7631848184217358,-1.020854484794961,0.17393294734953413,-1.108143574545096,7,0,0
-1.318242767302564,-1.1217660540437013,0.39849626845872615,-0.6460542350935373,0.5407194375599638,-1.3797321612316595,9,0,0
0.7537712469725038,1.5442073899099529,-0.04194144368839923,-0.4028565792312222,-0.6088557018812003,-0.29320477509787823,15,1,2
-1.485007271101886,-1.4728647742572172,-1.6929166777297897,1.761976213362964,0.6678063998813732,-1.1888594966648103,9,1,0
-1.2540825967703484,-1.0133021098791197,-1.5003543779122601,1.0805712229559892,-0.4281247737456037,0.5363409560908653,7,1,1
-0.10883981470571875,-0.22195113107045322,-0.26988239796189034,1.0091304704299804,0.4917156731844366,-1.7885423893780856,15,1,0
-1.9669425365846294,-1.3186052891070081,2.118008863376445,1.721717229549092,0.8073235954470204,1.6082506924968023,2,1,0
1.0600032839129956,0.934016998587932,-1.9186441496149667,-0.07065796049230937,-0.07710581851649106,-1.0777554157637892,18,1,2
0.41281015481435823,0.5110681120449846,-0.6121812315639881,-1.6809749599219739,-0.5319614055895019,-0.4979245438635626,13,0,2
0.5555739315571608,1.039992923973363,0.5177836902905169,2.0227383954903213,0.0754589347795855,0.48784012122689113,13,3,1
3.6991143025519153,4.838369523848951,-0.2507267285758613,-0.5527705035078091,-0.40113032654281905,-0.162305229586569,29,3,5
0.7265429313818597,1.275133469896456,0.4751322644241715,0.019463650728676268,1.0055485208589927,-2.393158129233454,21,1,0
3.635218371813055,3.1480442849396417,-1.5354247126515639,-1.5798705460188662,0.48329771207404004,-1.2747861104311549,30,1,4
0.8555271091647348,1.7746533824476591,1.179256342256231,-0.4698550639916306,-0.08927953899225914,1.3795651572967635,10,2,2
0.7796993028747323,0.8519464623610737,-0.05005051837857049,-0.3995175501493102,0.7518195134114166,-0.8861318504486226,16,1,1
2.511410860794366,2.6890647740494025,-1.4279824903926037,-0.7758994010256139,-0.2227748081637676,-1.6126909650625605,27,1,3
1.5315377870975622,2.1880787986294123,0.7209796627850042,-0.11520673165525817,0.04764469543893948,0.15955796320551413,16,2,2
-0.33755762472439094,0.39376495009285467,2.5114040966431714,2.543224545280111,0.6387513722993637,0.7641930403364361,8,3,0
1.19975458636262,1.717925978301391,-0.7676785235738471,0.1423043004679827,-0.5624025619103441,1.0501386053257993,14,2,3
1.36723652641315,1.9108746001700763,-2.4595374751448533,1.6131319544485105,-0.3962679297475673,0.17469184785149855,18,3,3
1.4768400224628588,0.6804768640468147,2.590118749943644,-0.9608536559825656,1.630361140652891,-1.1987554629017472,15,1,0
0.33173798193756504,1.5036335974559252,2.671131838446583,0.6645019286972228,0.5008373652345333,-0.9641515161298301,14,2,0
1.4505481511436258,1.6748655969945236,-0.775556307250804,0.9362934318978223,-0.33865353698167483,-0.4145841233391225,19,2,2
2.553512994114837,2.7967295588345094,-1.9001569150222601,0.2099737006458434,-0.5926665241577806,-0.4350408583416353,24,2,4
0.9729507088244048,1.481877833308299,0.5225778443730582,-1.78998116703382,-1.196923611282081,2.317871974201429,8,1,3
1.7666520478341305,2.9670531543797383,1.2955341560898592,-1.0920729048325954,-0.38857610469179715,1.0601500298202007,14,2,3
0.5717486500075517,1.2244075422163936,0.8811787595401842,0.4115672757598527,0.30405916943985745,-0.11997544785982331,13,2,1
-1.4175518952407984,-1.362387660096497,-0.07570435792044312,1.2879837014841604,0.4061845143147539,-0.6327875528668306,7,1,0
0.12741000777549455,0.9655127650389124,1.8421456840753505,0.7233024043642043,0.8927782610508084,-0.9146384742093947,13,2,0
0.8182529439521926,1.2431695703848373,-0.13158422250375426,2.626955343609098,0.4825318674531482,0.3670788286532522,15,4,1
1.676288148607468,2.5603883024028713,0.3820113231816505,1.1520364144442492,0.5444451575342225,-1.117914116836136,23,3,1
1.8200688991737017,2.04515943141131,-0.4252157056031667,-2.5542860616821237,-0.2642809345046365,-1.0585950567467488,20,0,3
-1.7348284470312947,-1.8541814027115837,-1.2645771118986953,1.7290511833462667,0.6696381638124774,-0.6409105730694096,7,1,0
0.47777652197775783,1.4218082100078155,2.837365332441996,0.2794754670616701,-0.10543258992476534,1.2580477011416313,8,2,1
-0.9834870604820508,-0.6845842251157273,-0.8189995821609786,2.1288855526128914,-0.14258114020265392,1.80967631698047,6,2,1
