positif,sembuh,meninggal,total_kasus,risk_score,kecamatan_positif_mean,positif_vs_kecamatan_mean,positif_percentile,sembuh_percentile,meninggal_percentile,dirawat,active_cases,positif,sembuh,meninggal,PC1,PC2,PC3,PC4,PC5
8,0,0,8,-0.4323671068090231,11.428571428571429,0.7,46.28252788104089,20.817843866171003,20.63197026022305,6,6,8,0,0,-1.2077668718593824,-0.669925284558714,1.3851627304225582,-1.3101983234065129,0.4883734753270771
5,2,1,5,-0.056584514396124476,10.6,0.4716981132075472,24.721189591078065,76.2081784386617,53.71747211895911,1,1,5,2,1,-0.6110116101071357,-0.3754166233412204,0.5867784619716903,1.7583994699500463,-0.2634415312198197
6,0,1,6,-0.07721199784161945,7.166666666666667,0.8372093023255813,31.970260223048324,20.817843866171003,53.71747211895911,4,4,6,0,1,-1.404251012058539,-1.6957216577698289,-1.453368549988521,-0.7591184667444077,-0.44683946785701667
7,0,1,7,-0.10164074667661027,9.375,0.7466666666666667,39.405204460966544,20.817843866171003,53.71747211895911,4,4,7,0,1,-0.9021499239652109,-0.8303021374797083,-0.27613450165268616,-1.470003968494958,-0.15863884432830958
0,0,0,0,-0.818705788394502,7.6,0.0,1.486988847583643,20.817843866171003,20.63197026022305,0,0,0,0,0,-3.096771045875552,-2.8368073912292893,0.5326553939189359,-0.5499786822554135,0.17556135766120542
3,1,0,3,-0.6763204266637933,9.666666666666666,0.3103448275862069,14.684014869888475,55.20446096654275,20.63197026022305,2,2,3,1,0,-1.9705082193339944,-1.4632441519126134,1.5872768442245118,1.5360630513281779,0.4427484215803048
5,0,1,5,-0.04661793894074079,6.285714285714286,0.7954545454545455,24.721189591078065,20.817843866171003,53.71747211895911,2,2,5,0,1,-1.4688678229603027,-2.1743796085090987,-1.991151681797201,-0.8959210300668485,-0.21576711675270693
1,0,0,1,-0.7778883847878548,11.428571428571429,0.0875,4.83271375464684,20.817843866171003,20.63197026022305,0,0,1,0,0,-2.3570737175780434,-1.4966331708149574,2.195646659665517,-1.609578204333994,0.44141848399787675
0,0,0,0,-0.818705788394502,2.8181818181818183,0.0,1.486988847583643,20.817843866171003,20.63197026022305,0,0,0,0,0,-3.54425968676256,-3.583149397709042,-0.49006173869855635,0.3322823150384818,-0.19883396922392982
3,0,1,3,0.2171925566083699,9.666666666666666,0.3103448275862069,14.684014869888475,20.817843866171003,53.71747211895911,0,0,3,0,1,-1.4938198810782186,-1.2113124625648604,-0.34613661715558725,-1.7943739241567345,-1.1451750408145427
6,0,0,6,-0.553868215843852,9.125,0.6575342465753424,31.970260223048324,20.817843866171003,20.63197026022305,2,2,6,0,0,-1.620594605045236,-1.6941081456972522,0.6931796636963453,-0.5656992634257784,0.3322261151171467
13,0,3,13,0.38417254551701224,11.428571428571429,1.1375,68.21561338289963,20.817843866171003,86.61710037174721,4,4,13,0,3,0.4447049028959741,1.319945531065655,-0.8759836479326564,-2.350671064918884,-0.9231116647686004
2,0,0,2,-0.7171378302704404,9.666666666666666,0.20689655172413796,9.107806691449815,20.817843866171003,20.63197026022305,2,2,2,0,0,-2.516767069618182,-2.1264596954769206,0.8961033148450422,-1.104049397519943,0.5812498961943807
3,0,1,3,0.23712570751913722,2.8181818181818183,1.064516129032258,14.684014869888475,20.817843866171003,53.71747211895911,2,2,3,0,1,-2.1216599754188987,-2.204570024063416,-2.602484029743938,-0.43518087849588954,-1.504122343013747
0,0,0,0,-0.818705788394502,2.8181818181818183,0.0,1.486988847583643,20.817843866171003,20.63197026022305,0,0,0,0,0,-3.54425968676256,-3.583149397709042,-0.49006173869855635,0.3322823150384818,-0.19883396922392982
2,0,0,2,-0.7171378302704404,2.8181818181818183,0.7096774193548386,9.107806691449815,20.817843866171003,20.63197026022305,2,2,2,0,0,-3.2105217472504037,-3.1949910008051545,-1.0228219183189278,0.5695305954614114,-0.18423859212346508
1,0,0,1,-0.7778883847878548,13.428571428571429,0.07446808510638298,4.83271375464684,20.817843866171003,20.63197026022305,0,0,1,0,0,-2.185616456130157,-1.2057929026163094,2.6722697276330285,-1.847610560164383,0.43350894625596686
3,0,2,3,1.140605266246684,2.8181818181818183,1.064516129032258,14.684014869888475,20.817843866171003,74.53531598513011,1,1,3,0,2,-1.364552869766464,-1.4667263678253308,-3.8021270893420165,-1.497518697199485,-2.7425648848965567
5,0,1,5,-0.056584514396124476,6.625,0.7547169811320755,24.721189591078065,20.817843866171003,53.71747211895911,1,1,5,0,1,-1.2786001265568574,-0.5375147266338255,0.40472012887953884,-1.588516471922923,-0.9985045068356946
2,0,0,2,-0.7171378302704404,6.625,0.3018867924528302,9.107806691449815,20.817843866171003,20.63197026022305,2,2,2,0,0,-2.4688414257226317,-1.5695421409355241,1.8380884906820603,-0.9727354533005651,-0.14788936819239568
10,0,1,10,-0.06673188388546611,13.571428571428571,0.7368421052631579,57.249070631970255,20.817843866171003,53.71747211895911,7,7,10,0,1,-0.5373288281887723,0.5145257699470398,0.9365959538996541,-1.8663531067196304,-0.23374613724305532
0,0,0,0,-0.818705788394502,0.3333333333333333,0.0,1.486988847583643,20.817843866171003,20.63197026022305,0,0,0,0,0,-3.7286257468482105,-4.4571733160890705,-1.9844013825692752,0.30494560091076844,0.605262581059947
1,0,0,1,-0.7778883847878548,0.3333333333333333,3.0,4.83271375464684,20.817843866171003,20.63197026022305,0,0,1,0,0,-3.105554786707699,-3.5679087988891207,-3.7885758336976445,1.2309914074977284,0.5511297309212286
0,0,0,0,-0.818705788394502,0.3333333333333333,0.0,1.486988847583643,20.817843866171003,20.63197026022305,0,0,0,0,0,-3.6754823308874096,-4.501808155184777,-1.9767683392067192,0.3106350405883343,0.5737451548883691
0,0,0,0,-0.818705788394502,3.0,0.0,1.486988847583643,20.817843866171003,20.63197026022305,0,0,0,0,0,-3.499746593298649,-3.536185008847307,-0.8046413652759382,-0.35743125706641954,0.631978622632543
9,0,0,9,-0.4513491559346782,3.0,3.0,52.41635687732342,20.817843866171003,20.63197026022305,0,0,9,0,0,-1.8688280642651707,-1.7259683315938634,-3.1667063213069047,0.6590528725005004,0.8403405873452979
1,0,0,1,-0.7778883847878548,6.625,0.1509433962264151,4.83271375464684,20.817843866171003,20.63197026022305,0,0,1,0,0,-2.5688589968523616,-1.7362647983650628,1.9859936196356505,-1.035075315169661,-0.1329502738514443
3,1,0,3,-0.6763204266637933,6.125,0.4897959183673469,14.684014869888475,55.20446096654275,20.63197026022305,2,2,3,1,0,-2.203067476309837,-2.081498968156394,0.4522442011576365,1.9798416852391292,0.5965982869345645
1,0,0,1,-0.7778883847878548,2.8181818181818183,0.3548387096774193,4.83271375464684,20.817843866171003,20.63197026022305,0,0,1,0,0,-3.3842087644823673,-3.389908086429573,-0.7567519588701823,0.4459448530263699,-0.17459672835868137
0,0,0,0,-0.818705788394502,3.0,0.0,1.486988847583643,20.817843866171003,20.63197026022305,0,0,0,0,0,-3.48819919067077,-3.545538399310472,-0.8038243816511905,-0.35818722031598055,0.6332153946875757
30,5,5,30,4.251175041726832,30.0,1.0,96.6542750929368,97.39776951672863,97.95539033457248,340,340,30,5,5,35.14714645651387,-19.38565293268689,4.50437790756862,2.887263783017605,-10.977753499135764
30,5,5,30,5.1880331345328985,30.0,1.0,96.6542750929368,97.39776951672863,97.95539033457248,434,434,30,5,5,27.269447481793858,-9.102295777945487,-3.947895115313709,-4.339293550924182,16.054848445530467
30,5,3,30,0.8094156409797777,16.8,1.7857142857142856,96.6542750929368,97.39776951672863,86.61710037174721,13,13,30,5,3,3.4367952361541647,4.601390735080812,0.14953076249318326,1.4708224337230769,-0.17574251492591642
17,5,0,17,-0.12480992708150157,5.8,2.931034482758621,80.85501858736059,97.39776951672863,20.63197026022305,0,0,17,5,0,0.4308016696943511,1.1802437389495493,-1.1725268243918083,4.474032894633385,0.8819550045440846
30,5,5,30,0.9921048678163636,16.714285714285715,1.7948717948717947,96.6542750929368,97.39776951672863,97.95539033457248,13,13,30,5,5,4.188179016979412,5.0442803729327315,-0.21020638698367608,1.0498686895671188,-0.6526826646370599
30,5,4,30,0.8608939525765359,25.0,1.2,96.6542750929368,97.39776951672863,93.12267657992564,9,9,30,5,4,4.722640922107744,4.221909842663557,0.28276097082894247,0.5410772643178193,0.591715086009125
30,5,1,30,0.5968266877770404,14.0,2.142857142857143,96.6542750929368,97.39776951672863,53.71747211895911,10,10,30,5,1,2.986841242604933,3.67342021300057,0.505224880555334,2.3948955683491366,0.40825072964084036
29,5,4,29,0.912408409636171,17.714285714285715,1.6370967741935483,92.56505576208178,97.39776951672863,93.12267657992564,17,17,29,5,4,3.9120334102505145,4.884884606203552,0.2610617565441663,0.6930989855780301,-0.0017398748031918704
30,5,5,30,0.9622051414502125,16.8,1.7857142857142856,96.6542750929368,97.39776951672863,97.95539033457248,10,10,30,5,5,3.775421502866941,5.085515937403955,-0.4103989724849387,1.109886759839195,-0.8974861929395566
30,1,5,30,0.9821382923609799,15.166666666666666,1.978021978021978,96.6542750929368,55.20446096654275,97.95539033457248,12,12,30,1,5,3.496888974223415,3.6631976642134947,-1.5385644538459553,-1.2907478635542315,-0.6300775938913169
30,2,5,30,1.0718374714594332,17.714285714285715,1.693548387096774,96.6542750929368,76.2081784386617,97.95539033457248,21,21,30,2,5,3.889559424293002,4.639083313569185,-0.5732270844448989,-1.2985241434283674,-0.0008018296126764587
25,5,3,25,0.6402022400867506,15.2,1.6447368421052633,90.33457249070632,97.39776951672863,86.61710037174721,11,11,25,5,3,2.9653072648963374,3.5613090785716626,-0.37050872584053124,1.7032914186110717,-0.12376123451252319
18,5,2,18,0.27032239852970746,12.5,1.44,83.08550185873605,97.39776951672863,74.53531598513011,5,5,18,5,2,1.787418543171163,2.1701727022160444,-0.36993527306067825,2.921227427819466,-0.04695774166799114
21,4,2,21,0.3791769007547079,13.571428571428571,1.5473684210526315,87.73234200743495,93.68029739776952,74.53531598513011,8,8,21,4,2,1.8581393905093926,3.128124004127601,0.16652594452180522,1.4523002317103826,0.058607278190484086
30,5,3,30,0.8492819428013124,25.0,1.2,96.6542750929368,97.39776951672863,86.61710037174721,17,17,30,5,3,4.808825972392111,3.845856309876385,0.5127622189808413,0.6399031911796055,1.173373572740798
11,5,1,11,-0.10065952485163561,7.6,1.4473684210526316,61.152416356877325,97.39776951672863,53.71747211895911,2,2,11,5,1,0.006859934073802965,0.7688533540483344,-0.6511501748198955,4.137583292407824,0.3016700964764538
23,5,2,23,0.487950271352177,9.8,2.346938775510204,88.84758364312268,97.39776951672863,74.53531598513011,13,13,23,5,2,1.8988720932697478,2.8512649867453113,-1.5535556666838841,2.6944952516114844,0.27415666206334877
30,4,5,30,1.2612024051117234,15.285714285714286,1.9626168224299065,96.6542750929368,93.68029739776952,97.95539033457248,40,40,30,4,5,5.245842416189642,3.7647871962230814,-1.3142194209995186,0.1828396419975177,0.27779509990059853
24,3,2,24,0.5188389126307487,14.0,1.7142857142857142,89.77695167286245,88.10408921933085,74.53531598513011,13,13,24,3,2,2.505191134610369,2.3214016091942358,-0.8980938107064499,0.9678094368662501,0.6374864696849434
18,1,2,18,0.30022212489585853,11.5,1.565217391304348,83.08550185873605,55.20446096654275,74.53531598513011,8,8,18,1,2,0.8405041945200984,1.1956096175024888,-1.4645583746293063,0.010064478033191177,-0.16830401242846188
29,2,2,29,0.7134529788325951,16.714285714285715,1.7350427350427349,92.56505576208178,76.2081784386617,74.53531598513011,16,16,29,2,2,3.0090989520693414,3.5367388924083354,0.5039932575241246,-0.006661478607666617,0.06977373841768586
19,2,0,19,0.0664572101410132,13.428571428571429,1.4148936170212765,84.94423791821562,76.2081784386617,20.63197026022305,11,11,19,2,0,0.8121251911999348,1.5968031111114471,1.1631061998178989,0.6930893114488443,1.070731008930343
15,3,3,15,0.39145582349188107,13.571428571428571,1.105263157894737,75.65055762081785,88.10408921933085,86.61710037174721,5,5,15,3,3,1.3381351659547145,2.810752564165231,0.1448790532020337,0.5021750659903784,-0.5975015267509096
20,3,5,20,0.7325597616525562,15.2,1.3157894736842106,86.43122676579925,88.10408921933085,97.95539033457248,5,5,20,3,5,2.5999210133142956,3.378894827429125,-0.8827613303041706,0.05804118006059658,-1.0944667937961747
23,3,5,23,0.8254525642521214,12.8,1.796875,88.84758364312268,88.10408921933085,97.95539033457248,11,11,23,3,5,2.775192680082636,3.116737219970539,-2.000843504162653,0.6322568477134104,-0.8568169896112172
12,1,2,12,0.14775927288749566,9.125,1.3150684931506849,64.12639405204462,55.20446096654275,74.53531598513011,2,2,12,1,2,0.3104900985528447,0.5412967329699162,-1.0734665426504821,0.021117548270835805,-0.5813466167375904
11,4,1,11,-0.0906929493962519,16.714285714285715,0.6581196581196581,61.152416356877325,93.68029739776952,53.71747211895911,3,3,11,4,1,1.1709204772307493,2.176234508981278,2.9323688788357143,1.8141014774048587,0.20103638914391378
13,2,0,13,-0.23824666423117144,16.714285714285715,0.7777777777777777,68.21561338289963,76.2081784386617,20.63197026022305,5,5,13,2,0,0.5163538306868047,1.414366887463315,2.986675335662636,0.61839967105104,0.7337840837013788
19,1,3,19,0.4293761928820839,10.571428571428571,1.7972972972972974,84.94423791821562,55.20446096654275,86.61710037174721,4,4,19,1,3,1.4177116186932532,1.5231499673954043,-2.121895044757542,-0.3331190042104565,-0.26886534659409284
7,4,1,7,-0.12157389758737765,5.8,1.206896551724138,39.405204460966544,93.68029739776952,53.71747211895911,2,2,7,4,1,-0.453505515356153,0.33253330894964744,-0.07482255049943333,3.9030317970859603,0.08614700942578059
20,1,2,20,0.3414421521810047,9.375,2.1333333333333333,86.43122676579925,55.20446096654275,74.53531598513011,7,7,20,1,2,1.0300164255875086,1.600739008818805,-1.9145307607649684,0.02972484980474196,0.1178963010982595
28,3,2,28,0.6594520262919016,11.428571428571429,2.4499999999999997,91.635687732342,88.10408921933085,74.53531598513011,14,14,28,3,2,2.570518234105007,3.137866585951128,-1.2397061922797847,1.1309384390683168,0.30250471242050947
28,1,2,28,0.679385177202669,13.571428571428571,2.0631578947368423,91.635687732342,55.20446096654275,74.53531598513011,16,16,28,1,2,1.9047313352244863,3.0054780186798102,-0.8834208778683572,-0.4993597354104317,0.030966068385074822
13,3,3,13,0.39413912097239595,14.0,0.9285714285714286,68.21561338289963,88.10408921933085,86.61710037174721,5,5,13,3,3,1.54126600267048,2.7015734476395243,0.8805910439131437,0.5374943303313909,-0.9117215116688944
13,3,3,13,0.38417254551701224,13.571428571428571,0.9578947368421052,68.21561338289963,88.10408921933085,86.61710037174721,4,4,13,3,3,1.2783216760545726,2.5394337321719354,0.32918435521035805,0.48557965427145816,-0.7121391943892804
12,3,2,12,0.16769242379826307,6.125,1.9591836734693877,64.12639405204462,88.10408921933085,74.53531598513011,4,4,12,3,2,0.37311346219722386,0.6676214248284535,-2.175606621077611,2.485315351558013,-0.3632392307217778
27,3,4,27,0.7890059231756642,12.166666666666666,2.219178082191781,90.89219330855019,88.10408921933085,93.12267657992564,10,10,27,3,4,3.0836865404068727,3.4611312080224317,-1.4848553236457633,0.9629889281318983,-0.7792788596377719
30,3,5,30,0.9921048678163636,22.0,1.3636363636363635,96.6542750929368,88.10408921933085,97.95539033457248,13,13,30,3,5,4.179709247260401,4.423561597006169,-0.06998243000011246,-0.3721324369744792,-0.6531123630108006
13,1,1,13,-0.017484827041265288,10.571428571428571,1.2297297297297298,68.21561338289963,55.20446096654275,53.71747211895911,6,6,13,1,1,-0.036999284010919585,0.3321678033110523,-0.5944038106602838,0.12242797132982379,0.35698449641795466
30,1,4,30,0.9605597071303729,13.428571428571429,2.234042553191489,96.6542750929368,55.20446096654275,93.12267657992564,19,19,30,1,4,2.886480975600892,3.5906241563604495,-1.7044779604768192,-1.0391964330287193,-0.4584879549677689
18,2,4,18,0.6146707450788856,10.6,1.6981132075471699,83.08550185873605,76.2081784386617,93.12267657992564,9,9,18,2,4,1.6586875128124081,1.900316477289347,-2.261578737769344,0.603143754198518,-1.0157741773372504
19,3,2,19,0.3050810068165991,6.8,2.794117647058824,84.94423791821562,88.10408921933085,74.53531598513011,6,6,19,3,2,1.3405606218285318,1.7217447563693662,-2.5555096995303277,2.118390022515691,0.07727809803579769
11,3,1,11,-0.06079322303010084,15.166666666666666,0.7252747252747253,61.152416356877325,88.10408921933085,53.71747211895911,6,6,11,3,1,0.8731475614812515,1.547581482915606,1.9483464393843295,1.1333980603446405,0.4298834415459378
13,1,0,13,-0.21831351332040402,16.714285714285715,0.7777777777777777,68.21561338289963,55.20446096654275,20.63197026022305,7,7,13,1,0,0.39627407176380874,0.9978296720169404,2.783476797156066,-0.3341829891124302,0.5792776305418506
18,3,4,18,0.5748044432573509,9.125,1.9726027397260273,83.08550185873605,88.10408921933085,93.12267657992564,5,5,18,3,4,2.222610883135972,2.0696368174679987,-2.102348386235951,1.3557850052408325,-0.9816819049020256
16,3,1,16,0.06544327220345297,12.5,1.28,78.62453531598513,88.10408921933085,53.71747211895911,6,6,16,3,1,1.0028077602905672,1.1809807080390617,0.0539268119693435,2.0467331660827037,0.28219413513509567
16,2,2,16,0.22674784690736874,10.0,1.6,78.62453531598513,76.2081784386617,74.53531598513011,5,5,16,2,2,0.8444476154270758,0.9819099439630553,-1.5571861598690664,1.2305104183647642,-0.4113955296617256
7,1,3,7,0.6514133562568934,13.428571428571429,0.5212765957446809,39.405204460966544,55.20446096654275,86.61710037174721,1,1,7,1,3,0.6390006711480974,1.3706547357615546,0.2054869806305996,-1.9018112449852513,-1.4527308005094557
5,0,0,5,-0.5946856194504991,9.125,0.547945205479452,24.721189591078065,20.817843866171003,20.63197026022305,2,2,5,0,0,-1.685592751625665,-1.9321978899731562,0.8464166321248028,-0.6065146673644298,0.23816966604421008
30,1,2,30,0.7180710275614847,17.285714285714285,1.7355371900826446,96.6542750929368,55.20446096654275,74.53531598513011,13,13,30,1,2,3.2549915820810713,3.328919895898667,0.512855654796828,-1.140413612147569,0.19272103849154557
7,2,0,7,-0.513050812237205,9.666666666666666,0.7241379310344828,39.405204460966544,76.2081784386617,20.63197026022305,2,2,7,2,0,-1.0188830031181992,-0.7564636496436402,1.1122862356175058,2.1822301431574225,0.5918879434871865
6,1,0,6,-0.5439016403884683,16.666666666666668,0.36,31.970260223048324,55.20446096654275,20.63197026022305,3,3,6,1,0,-0.8312494755656813,-0.21089558726035457,2.5942477306131777,-0.37881954395520373,1.092578476624502
8,1,1,8,-0.10975795740119156,12.5,0.64,46.28252788104089,55.20446096654275,53.71747211895911,4,4,8,1,1,-0.26931492816414854,-0.2712072992847954,0.5010827046203319,0.21818355456288538,-0.267704186994101
12,1,0,12,-0.2591309169270511,15.285714285714286,0.7850467289719626,64.12639405204462,55.20446096654275,20.63197026022305,7,7,12,1,0,-0.032598482360050855,0.6717706991399273,2.0346476341681674,-0.5570334474853349,1.1199839625985766
9,1,0,9,-0.3815831277469923,7.166666666666667,1.255813953488372,52.41635687732342,55.20446096654275,20.63197026022305,7,7,9,1,0,-1.1532898581787703,-1.427203630080405,-0.7210136648026274,1.4290888588558959,0.6616551257937888
15,1,0,15,-0.1466452815624936,12.5,1.2,75.65055762081785,55.20446096654275,20.63197026022305,6,6,15,1,0,-0.08007605172118709,0.1834028509467372,0.5374341208849952,0.7258580008243983,0.5847336375462904
8,0,1,8,-0.07985823103504049,6.125,1.3061224489795917,46.28252788104089,20.817843866171003,53.71747211895911,7,7,8,0,1,-1.24476233475233,-1.2996139572816277,-1.768947119325603,-0.47266529486488923,-0.3813137239062151
4,0,0,4,-0.6355030230571462,11.5,0.34782608695652173,19.702602230483272,20.817843866171003,20.63197026022305,2,2,4,0,0,-2.056696732374975,-1.8274441724706463,1.0027157521806134,-0.8570196312235341,0.44434597436783707
7,2,1,7,-0.12157389758737765,10.0,0.7,39.405204460966544,76.2081784386617,53.71747211895911,2,2,7,2,1,-0.6102935616360443,-0.30063460422303595,0.06622995572023964,1.6584742264690646,-0.2621621666262931
10,1,2,10,0.18736880545864568,8.4,1.1904761904761905,57.249070631970255,55.20446096654275,74.53531598513011,5,5,10,1,2,-0.09701413980374332,0.10195865980014336,-1.5114398311212016,-0.08898286467613559,-0.6104680782373777
2,1,0,2,-0.7271044057258241,16.8,0.11904761904761904,9.107806691449815,55.20446096654275,20.63197026022305,1,1,2,1,0,-1.443773876682529,-0.017482141974513147,4.28928771450881,1.0622971411943873,0.34694429187068904
