periode_data,id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,year,month,odp,proses_pemantauan,selesai_pemantauan,pdp,masih_dirawat,pulang_dan_sehat,positif,dirawat,sembuh,meninggal,self_isolation,odp_completion_rate,pdp_recovery_rate,case_fatality_rate,recovery_rate,active_case_rate,total_surveillance,composite_risk_index,severity_score,hospitalization_rate,kecamatan_avg_positif,kecamatan_avg_cfr
202005,3173021002,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,2020,5,7,0,7,4,1,3,6,1,2,1,2,1.0,0.75,0.16666666666666666,0.3333333333333333,0.5,17,0.14214897782450325,0.16666666666666666,0.16666666666666666,14.143,0.122
202005,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,2020,5,5,0,5,7,2,5,7,2,2,1,2,1.0,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.5714285714285714,19,0.14192231283302115,0.1857142857142857,0.2857142857142857,14.143,0.122
202005,3175041001,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,2020,5,5,0,5,2,0,2,7,0,0,2,5,1.0,1.0,0.2857142857142857,0.0,0.7142857142857143,14,0.17547216858903725,0.19999999999999998,0.0,10.571,0.1
202005,3173011005,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,2020,5,14,1,13,7,1,6,16,10,0,4,2,0.9285714285714286,0.8571428571428571,0.25,0.0,0.75,37,0.28509241194329593,0.3625,0.625,12.5,0.1
202005,3173021007,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,2020,5,15,0,15,4,1,3,15,10,0,2,3,1.0,0.75,0.13333333333333333,0.0,0.8666666666666667,34,0.2593959948646928,0.29333333333333333,0.6666666666666666,14.143,0.122
202005,3174091003,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,2020,5,6,0,6,7,3,4,9,5,0,1,3,1.0,0.5714285714285714,0.1111111111111111,0.0,0.8888888888888888,22,0.18548987837100814,0.2444444444444444,0.5555555555555556,11.5,0.06
202005,3171051003,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,2020,5,62,0,62,12,2,10,6,4,1,1,0,1.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.6666666666666666,80,0.29791752732484417,0.31666666666666665,0.6666666666666666,25.0,0.118
202005,3173021005,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,2020,5,18,0,18,6,1,5,20,8,5,3,4,1.0,0.8333333333333334,0.15,0.25,0.6,44,0.20184810408095186,0.22499999999999998,0.4,14.143,0.122
202005,3175031002,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,2020,5,7,0,7,2,2,0,15,7,0,3,5,1.0,0.0,0.2,0.0,0.8,24,0.24596349349157087,0.27999999999999997,0.4666666666666667,9.375,0.11
202005,3174021002,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,2020,5,12,0,12,4,0,4,3,0,1,2,0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,19,0.3707178310403041,0.4666666666666666,0.0,6.125,0.168
202005,3173081006,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,2020,5,9,1,8,6,3,3,14,4,1,0,9,0.8888888888888888,0.5,0.0,0.07142857142857142,0.9285714285714286,29,0.08249767134900016,0.0857142857142857,0.2857142857142857,12.5,0.05
202005,3173081005,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,2020,5,10,0,10,3,1,2,8,5,2,0,1,1.0,0.6666666666666666,0.0,0.25,0.75,21,0.178240932622118,0.1875,0.625,12.5,0.05
202005,3175061004,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,2020,5,17,0,17,10,4,6,7,2,3,0,2,1.0,0.6,0.0,0.42857142857142855,0.5714285714285714,34,0.08550803968261991,0.0857142857142857,0.2857142857142857,11.429,0.108
202005,3173081002,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,2020,5,10,2,8,8,4,4,11,6,3,0,2,0.8,0.5,0.0,0.2727272727272727,0.7272727272727273,29,0.13416815772536886,0.1636363636363636,0.5454545454545454,12.5,0.05
202005,3174051004,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,2020,5,8,0,8,3,2,1,17,6,3,0,8,1.0,0.3333333333333333,0.0,0.17647058823529413,0.8235294117647058,28,0.11222076931955857,0.10588235294117647,0.35294117647058826,15.333,0.16
202005,3174081001,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,2020,5,8,0,8,5,2,3,12,7,1,2,2,1.0,0.6,0.16666666666666666,0.08333333333333333,0.75,25,0.22893419460927528,0.2916666666666667,0.5833333333333334,7.167,0.056
202005,3174041001,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,2020,5,17,0,17,10,3,7,10,5,2,1,2,1.0,0.7,0.1,0.2,0.7,37,0.1805041766491783,0.21999999999999997,0.5,11.714,0.143
202005,3175081002,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,2020,5,7,1,6,3,1,2,8,1,2,2,3,0.8571428571428571,0.6666666666666666,0.25,0.25,0.5,18,0.18234843711214224,0.2125,0.125,9.8,0.122
202005,3174051003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,2020,5,5,0,5,9,4,5,9,5,2,1,1,1.0,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.6666666666666666,23,0.18153745468323473,0.2444444444444444,0.5555555555555556,15.333,0.16
202005,3171071001,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,2020,5,4,0,4,2,0,2,5,3,1,1,0,1.0,1.0,0.2,0.2,0.6,11,0.25330516327513986,0.31999999999999995,0.6,30.429,0.07
202005,3175081005,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,2020,5,9,1,8,3,1,2,11,5,0,3,3,0.8888888888888888,0.6666666666666666,0.2727272727272727,0.0,0.7272727272727273,23,0.2725970704487328,0.32727272727272727,0.45454545454545453,9.8,0.122
202005,3175061005,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,2020,5,33,0,33,12,4,8,17,11,2,2,2,1.0,0.6666666666666666,0.11764705882352941,0.11764705882352941,0.7647058823529411,62,0.2360842766794455,0.27647058823529413,0.6470588235294118,11.429,0.108
202005,3174081004,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,2020,5,9,0,9,7,1,6,6,2,2,0,2,1.0,0.8571428571428571,0.0,0.3333333333333333,0.6666666666666666,22,0.08924337977156838,0.09999999999999999,0.3333333333333333,7.167,0.056
202005,3174041007,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,2020,5,19,1,18,4,1,3,9,4,3,0,2,0.9473684210526315,0.75,0.0,0.3333333333333333,0.6666666666666666,32,0.1596506710606566,0.13333333333333333,0.4444444444444444,11.714,0.143
202005,3174041002,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,2020,5,16,1,15,7,3,4,11,4,0,2,5,0.9375,0.5714285714285714,0.18181818181818182,0.0,0.8181818181818182,34,0.1996582815975677,0.23636363636363633,0.36363636363636365,11.714,0.143
202005,3174041003,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,2020,5,13,1,12,12,1,11,10,3,3,2,2,0.9230769230769231,0.9166666666666666,0.2,0.3,0.5,35,0.17920329728958664,0.22999999999999998,0.3,11.714,0.143
202005,3175021003,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,2020,5,7,0,7,6,4,2,9,3,1,2,3,1.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.6666666666666666,22,0.19745999975289422,0.25555555555555554,0.3333333333333333,13.571,0.111
202005,3171021001,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,2020,5,13,2,11,11,1,10,16,9,1,0,6,0.8461538461538461,0.9090909090909091,0.0,0.0625,0.9375,40,0.13762483615202398,0.16874999999999998,0.5625,11.0,0.094
202005,3171011003,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,2020,5,14,0,14,10,5,5,11,5,1,2,3,1.0,0.5,0.18181818181818182,0.09090909090909091,0.7272727272727273,35,0.20716883501983024,0.2636363636363636,0.45454545454545453,5.667,0.143
202005,3175031003,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,2020,5,2,1,1,4,0,4,6,2,0,1,3,0.5,1.0,0.16666666666666666,0.0,0.8333333333333334,12,0.1604327271379423,0.21666666666666665,0.3333333333333333,9.375,0.11
202005,3171061004,DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,2020,5,4,0,4,4,2,2,9,6,0,2,1,1.0,0.5,0.2222222222222222,0.0,0.7777777777777778,17,0.26548231115783655,0.3555555555555555,0.6666666666666666,10.6,0.144
202005,3175051005,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,2020,5,7,2,5,5,4,1,3,2,0,1,0,0.7142857142857143,0.2,0.3333333333333333,0.0,0.6666666666666666,15,0.3255801246087024,0.4333333333333333,0.6666666666666666,6.8,0.138
